material,year,country,route,energy_MJ_per_kg,emissions_kgCO2e_per_kg,mining_energy_MJ_per_kg,smelting_energy_MJ_per_kg,refining_energy_MJ_per_kg,fabrication_energy_MJ_per_kg,recycled_content_frac,recycling_efficiency_frac,recycled_output_kg_per_kg,loop_closing_potential_USD_per_kg,reuse_potential_score,repairability_score,product_lifetime_years,end_of_life_route,transport_distance_km,transport_mode,electricity_grid_renewable_pct,renewable_electricity_frac,material_criticality_score,economic_value_USD_per_kg,circularity_index_default,missing_data_flag,V_kg,recovered_kg,W_kg,LFI,lifespan_clipped,F,MCI_raw,MCI,MCI_percent
Lithium,2023,Canada,Primary,92.683,9.58,43.911,21.616,12.816,14.34,0.039,0.388,0.015,0.864,0.244,0.46,5.2,Recycled,63.7,Truck,54.7,0.547,0.28,57.575,0.318,0,0.961,0.015,0.985,0.973,5.2,2.596154,-1.5260578419999997,0.0,0.0
Zinc,2020,Germany,Primary,32.528,3.601,9.462,13.268,4.762,5.038,0.009,0.3,0.003,0.007,0.705,0.244,3.8,Recycled,492.7,Truck+Ship,60.3,0.603,0.094,2.445,0.343,0,0.991,0.003,0.997,0.994,3.8,3.552632,-2.531316208,0.0,0.0
Cobalt,2020,Brazil,Primary,87.59,12.95,35.511,30.004,11.885,10.189,0.016,0.3,0.005,0.187,0.11,0.135,8.6,Recycled,256.4,Rail,57.0,0.57,0.256,37.384,0.238,0,0.984,0.005,0.995,0.9895,8.6,1.569767,-0.5532844465,0.0,0.0
Aluminium,2023,Germany,Secondary,4.351,1.087,0.128,0.573,0.233,3.417,0.732,0.861,0.631,0.846,0.582,0.681,3.8,Recycled,271.0,Truck+Ship,12.4,0.124,0.284,1.341,0.621,0,0.268,0.631,0.369,0.3185,3.8,3.552632,-0.13151329199999995,0.0,0.0
Zinc,2022,Australia,Primary,30.373,4.436,8.236,12.778,4.74,4.619,0.016,0.3,0.005,0.013,0.581,0.372,7.8,Recycled,139.6,Truck,0.0,0.0,0.45,2.553,0.218,0,0.984,0.005,0.995,0.9895,7.8,1.730769,-0.7125959255000001,0.0,0.0
Copper,2018,Australia,Primary,28.542,4.709,8.104,12.653,5.268,2.517,0.036,0.3,0.011,0.077,0.773,0.734,4.0,Recycled,180.0,Truck+Ship,40.9,0.409,0.281,7.002,0.37,0,0.964,0.011,0.989,0.9765,4.0,3.375,-2.2956875,0.0,0.0
Lithium,2020,Australia,Primary,96.51,10.778,52.35,16.55,13.048,14.563,0.011,0.341,0.004,0.175,0.111,0.179,3.4,Downcycled,386.4,Ship,0.0,0.0,0.376,43.681,0.14,0,0.989,0.004,0.996,0.9925,3.4,3.970588,-2.94080859,0.0,0.0
Zinc,2019,China,Primary,33.304,3.248,11.296,13.135,5.195,3.678,0.006,0.3,0.002,0.004,0.372,0.355,0.8,Landfill,642.9,Ship,51.4,0.514,0.3,2.175,0.286,0,0.994,0.002,0.998,0.996,0.8,16.875,-15.807500000000001,0.0,0.0
Aluminium,2022,India,Primary,54.474,14.918,9.258,33.675,6.416,5.124,0.01,0.3,0.003,0.005,0.483,0.491,11.5,Recycled,47.8,Rail,31.9,0.319,0.084,1.811,0.278,0,0.99,0.003,0.997,0.9935,11.5,1.173913,-0.16628256549999998,0.0,0.0
Aluminium,2021,Brazil,Secondary,7.343,0.632,0.667,0.696,0.321,5.659,0.825,0.785,0.647,0.649,0.282,0.286,6.6,Landfill,101.1,Truck,18.8,0.188,0.703,1.003,0.55,0,0.175,0.647,0.353,0.264,6.6,2.045455,0.4599998799999999,0.46,46.0
Copper,2018,USA,Primary,29.611,4.248,6.528,14.168,6.044,2.87,0.027,0.468,0.013,0.093,0.609,0.246,8.8,Cascaded,77.9,Ship,23.2,0.232,0.34,7.147,0.31,0,0.973,0.013,0.987,0.98,8.8,1.534091,-0.50340918,0.0,0.0
Steel,2021,Germany,Primary,17.461,3.092,4.659,7.223,2.835,2.744,0.046,0.3,0.014,0.009,0.548,0.401,8.5,Downcycled,182.7,Truck+Ship,25.5,0.255,0.202,0.672,0.275,0,0.954,0.014,0.986,0.97,8.5,1.588235,-0.5405879499999999,0.0,0.0
Aluminium,2021,Germany,Primary,68.446,14.962,11.109,44.776,5.705,6.857,0.006,0.3,0.002,0.004,0.632,0.341,10.0,Landfill,664.3,Ship,37.1,0.371,0.207,1.874,0.295,0,0.994,0.002,0.998,0.996,10.0,1.35,-0.3446,0.0,0.0
Aluminium,2022,Germany,Primary,49.119,15.773,6.289,32.278,6.147,4.406,0.065,0.458,0.03,0.07,0.435,0.72,9.6,Landfill,396.1,Truck,36.0,0.36,0.267,2.343,0.363,0,0.935,0.03,0.97,0.9525,9.6,1.40625,-0.3394531249999999,0.0,0.0
Steel,2024,Brazil,Primary,20.737,2.793,6.307,7.909,3.158,3.363,0.054,0.408,0.022,0.024,0.755,0.619,7.8,Recycled,502.3,Truck,19.0,0.19,0.159,1.087,0.349,0,0.946,0.022,0.978,0.962,7.8,1.730769,-0.6649997779999999,0.0,0.0
Nickel,2021,Chile,Primary,69.013,9.76,25.457,29.073,9.106,5.377,0.038,0.337,0.013,0.301,0.334,0.39,3.0,Incinerated,185.0,Truck,44.3,0.443,0.338,23.128,0.288,0,0.962,0.013,0.987,0.9745,3.0,4.5,-3.38525,0.0,0.0
Zinc,2020,Brazil,Primary,27.236,3.442,8.066,10.452,4.49,4.227,0.031,0.455,0.014,0.03,0.145,0.627,4.8,Recycled,598.7,Ship,43.8,0.438,0.055,2.133,0.316,0,0.969,0.014,0.986,0.9775,4.8,2.8125,-1.7492187500000003,0.0,0.0
Steel,2020,Chile,Secondary,6.801,0.758,0.031,1.423,0.342,5.005,0.797,0.764,0.609,0.437,0.469,0.496,7.5,Recycled,150.3,Ship,50.5,0.505,0.069,0.717,0.649,0,0.203,0.609,0.391,0.297,7.5,1.8,0.46540000000000004,0.4654,46.54
Steel,2024,Brazil,Secondary,7.38,0.838,0.152,1.153,0.515,5.559,0.699,0.74,0.517,0.476,0.273,0.357,10.8,Recycled,58.7,Truck+Ship,36.4,0.364,0.476,0.92,0.546,1,0.301,0.517,0.483,0.392,10.8,1.25,0.51,0.51,51.0
Nickel,2023,Chile,Primary,70.205,7.187,26.944,29.535,6.4,7.326,0.03,0.316,0.009,0.173,0.454,0.307,5.5,Landfill,9.5,Truck,36.9,0.369,0.367,19.252,0.275,0,0.97,0.009,0.991,0.9805,5.5,2.454545,-1.4066813725,0.0,0.0
Copper,2019,Brazil,Primary,24.897,4.331,5.641,11.829,4.925,2.502,0.046,0.386,0.018,0.11,0.234,0.579,9.2,Landfill,60.3,Ship,11.3,0.113,0.246,6.135,0.243,0,0.954,0.018,0.982,0.968,9.2,1.467391,-0.42043448799999994,0.0,0.0
Zinc,2023,Germany,Primary,28.143,3.096,7.387,11.304,5.352,4.101,0.036,0.428,0.016,0.031,0.529,0.505,2.6,Recycled,141.9,Rail,0.0,0.0,0.241,1.916,0.267,0,0.964,0.016,0.984,0.974,2.6,5.192308,-4.057307991999999,0.0,0.0
Steel,2019,Canada,Primary,21.479,1.941,6.035,8.334,3.868,3.242,0.006,0.3,0.002,0.002,0.771,0.389,4.1,Landfill,215.8,Rail,44.7,0.447,0.288,0.844,0.335,0,0.994,0.002,0.998,0.996,4.1,3.292683,-2.279512268,0.0,0.0
Aluminium,2024,Germany,Secondary,5.629,0.714,0.366,0.648,0.379,4.236,0.762,0.775,0.59,0.564,0.432,0.349,11.3,Cascaded,66.2,Ship,61.5,0.615,0.308,0.956,0.646,0,0.238,0.59,0.41,0.324,11.3,1.19469,0.6129204399999999,0.61292,61.29
Cobalt,2019,Canada,Secondary,23.678,2.539,3.167,4.267,1.882,14.362,0.641,0.725,0.465,12.734,0.103,0.386,4.6,Recycled,191.7,Truck,47.6,0.476,0.473,27.384,0.527,1,0.359,0.465,0.535,0.447,4.6,2.934783,-0.311848001,0.0,0.0
Nickel,2018,Canada,Primary,76.553,6.851,27.298,36.062,8.661,4.532,0.088,0.3,0.026,0.421,0.328,0.147,2.6,Recycled,117.0,Truck+Ship,40.1,0.401,0.286,16.202,0.256,0,0.912,0.026,0.974,0.943,2.6,5.192308,-3.8963464439999997,0.0,0.0
Steel,2023,Germany,Primary,20.401,2.243,6.52,8.371,2.68,2.83,0.052,0.541,0.028,0.026,0.461,0.348,8.5,Recycled,121.2,Ship,72.9,0.729,0.228,0.917,0.425,1,0.948,0.028,0.972,0.96,8.5,1.588235,-0.5247056000000001,0.0,0.0
Nickel,2024,China,Primary,61.792,11.098,20.779,28.136,5.347,7.529,0.022,0.635,0.014,0.226,0.278,0.264,4.1,Recycled,365.3,Truck+Ship,59.7,0.597,0.11,16.129,0.384,0,0.978,0.014,0.986,0.982,4.1,3.292683,-2.2334147059999996,0.0,0.0
Steel,2019,USA,Secondary,7.15,0.746,0.38,1.026,0.637,5.107,0.771,0.929,0.716,0.462,0.81,0.444,12.8,Recycled,711.3,Truck,38.8,0.388,0.51,0.645,0.715,0,0.229,0.716,0.284,0.2565,12.8,1.054688,0.729472528,0.729473,72.95
Zinc,2020,Chile,Primary,32.697,3.56,9.837,12.993,5.644,4.224,0.029,0.3,0.009,0.022,0.611,0.711,3.5,Recycled,244.2,Truck,16.8,0.168,0.563,2.484,0.294,0,0.971,0.009,0.991,0.981,3.5,3.857143,-2.783857283,0.0,0.0
Steel,2020,China,Secondary,7.261,0.805,0.815,1.162,0.472,4.812,0.551,0.778,0.429,0.307,0.452,0.602,8.3,Cascaded,510.5,Ship,0.0,0.0,0.299,0.716,0.499,0,0.449,0.429,0.571,0.51,8.3,1.626506,0.17048193999999994,0.170482,17.05
Aluminium,2019,Brazil,Primary,59.054,17.824,8.466,39.107,6.145,5.338,0.042,0.3,0.013,0.028,0.406,0.341,3.5,Recycled,179.2,Truck,59.4,0.594,0.016,2.167,0.314,0,0.958,0.013,0.987,0.9725,3.5,3.857143,-2.7510715675000004,0.0,0.0
Steel,2019,Chile,Primary,25.683,2.235,8.228,10.135,3.222,4.099,0.007,0.376,0.003,0.003,0.695,0.404,8.3,Cascaded,6.4,Ship,29.3,0.293,0.123,1.015,0.318,0,0.993,0.003,0.997,0.995,8.3,1.626506,-0.6183734700000001,0.0,0.0
Steel,2020,India,Primary,17.854,2.085,6.314,7.007,2.438,2.095,0.076,0.3,0.023,0.023,0.33,0.457,8.7,Landfill,472.7,Truck,42.1,0.421,0.393,0.984,0.288,0,0.924,0.023,0.977,0.9505,8.7,1.551724,-0.47491366200000007,0.0,0.0
Cobalt,2018,India,Secondary,24.332,3.591,3.986,4.159,2.383,13.803,0.586,0.801,0.469,11.377,0.083,0.105,5.5,Recycled,177.4,Rail,51.6,0.516,0.052,24.258,0.513,0,0.414,0.469,0.531,0.4725,5.5,2.454545,-0.15977251250000002,0.0,0.0
Steel,2023,Germany,Primary,16.032,2.577,5.034,6.462,2.272,2.264,0.01,0.3,0.003,0.002,0.255,0.783,6.9,Recycled,80.5,Ship,26.1,0.261,0.204,0.811,0.261,0,0.99,0.003,0.997,0.9935,6.9,1.956522,-0.9438046070000001,0.0,0.0
Copper,2019,Canada,Primary,27.006,3.81,7.384,12.649,4.33,2.643,0.052,0.494,0.026,0.266,0.473,0.59,6.1,Landfill,337.7,Truck,37.5,0.375,0.274,10.249,0.366,0,0.948,0.026,0.974,0.961,6.1,2.213115,-1.1268035150000002,0.0,0.0
Aluminium,2020,USA,Primary,59.67,13.936,7.24,42.288,4.633,5.509,0.029,0.3,0.009,0.018,0.506,0.434,7.2,Downcycled,1.5,Truck+Ship,40.1,0.401,0.442,1.948,0.297,0,0.971,0.009,0.991,0.981,7.2,1.875,-0.839375,0.0,0.0
Steel,2023,Canada,Secondary,6.919,0.994,0.449,1.369,0.483,4.618,0.646,0.716,0.462,0.31,0.476,0.447,6.2,Downcycled,45.5,Truck,51.1,0.511,0.46,0.672,0.595,0,0.354,0.462,0.538,0.446,6.2,2.177419,0.02887112599999997,0.028871,2.89
Steel,2020,Australia,Primary,23.044,1.964,6.506,9.634,3.029,3.875,0.049,0.3,0.015,0.017,0.461,0.491,7.4,Recycled,698.5,Ship,51.8,0.518,0.425,1.132,0.324,0,0.951,0.015,0.985,0.968,7.4,1.824324,-0.765945632,0.0,0.0
Aluminium,2018,Australia,Primary,64.739,11.288,8.059,43.883,7.44,5.356,0.033,0.353,0.012,0.02,0.389,0.444,3.4,Incinerated,5.4,Ship,0.0,0.0,0.766,1.69,0.217,0,0.967,0.012,0.988,0.9775,3.4,3.970588,-2.8812497699999997,0.0,0.0
Nickel,2021,Canada,Secondary,22.037,2.545,2.382,4.001,0.902,14.753,0.842,0.801,0.674,8.946,0.091,0.32,1.8,Landfill,66.3,Truck,61.9,0.619,0.241,13.273,0.62,0,0.158,0.674,0.326,0.242,1.8,7.5,-0.815,0.0,0.0
Nickel,2019,China,Secondary,20.212,2.331,1.338,3.399,1.641,13.833,0.708,0.714,0.506,6.903,0.361,0.265,4.5,Downcycled,113.2,Rail,41.7,0.417,0.075,13.643,0.555,0,0.292,0.506,0.494,0.393,4.5,3.0,-0.17900000000000005,0.0,0.0
Nickel,2020,India,Secondary,20.291,2.088,2.767,3.336,0.599,13.589,0.908,0.83,0.753,14.379,0.216,0.351,2.3,Landfill,481.9,Ship,48.0,0.48,0.283,19.096,0.64,1,0.092,0.753,0.247,0.1695,2.3,5.869565,0.005108732499999991,0.005109,0.51
Steel,2023,Germany,Secondary,7.549,0.502,0.518,0.94,0.786,5.305,0.732,0.726,0.532,0.265,0.301,0.715,6.5,Recycled,49.9,Truck,51.8,0.518,0.355,0.498,0.621,0,0.268,0.532,0.468,0.368,6.5,2.076923,0.23569233600000006,0.235692,23.57
Aluminium,2022,Germany,Primary,58.987,13.924,7.896,41.639,3.331,6.121,0.02,0.421,0.008,0.015,0.419,0.551,7.8,Recycled,55.5,Rail,28.9,0.289,0.187,1.888,0.307,0,0.98,0.008,0.992,0.986,7.8,1.730769,-0.7065382339999999,0.0,0.0
Zinc,2018,USA,Primary,37.374,3.568,11.374,15.581,5.056,5.362,0.059,0.3,0.018,0.048,0.846,0.675,1.0,Recycled,582.9,Truck+Ship,26.8,0.268,0.266,2.651,0.353,0,0.941,0.018,0.982,0.9615,1.0,13.5,-11.98025,0.0,0.0
Lithium,2020,Germany,Secondary,27.683,3.281,4.878,3.068,3.883,15.854,0.73,0.873,0.637,25.276,0.215,0.153,2.8,Recycled,23.6,Ship,0.0,0.0,0.243,39.68,0.492,0,0.27,0.637,0.363,0.3165,2.8,4.821429,-0.5259822785000001,0.0,0.0
Aluminium,2021,India,Secondary,4.791,0.957,0.259,0.721,0.27,3.541,0.533,0.84,0.448,0.502,0.734,0.227,8.1,Incinerated,86.1,Truck,63.6,0.636,0.583,1.121,0.645,0,0.467,0.448,0.552,0.5095,8.1,1.666667,0.1508331635000001,0.150833,15.08
Copper,2019,Germany,Primary,30.46,3.83,6.571,14.078,6.14,3.672,0.012,0.3,0.003,0.017,0.217,0.298,9.9,Landfill,105.0,Ship,30.2,0.302,0.302,5.648,0.216,0,0.988,0.003,0.997,0.9925,9.9,1.363636,-0.35340873000000017,0.0,0.0
Steel,2020,Canada,Primary,22.12,1.816,6.547,8.743,3.201,3.628,0.03,0.3,0.009,0.008,0.408,0.439,7.2,Incinerated,91.0,Truck,40.2,0.402,0.19,0.942,0.283,0,0.97,0.009,0.991,0.9805,7.2,1.875,-0.8384375000000002,0.0,0.0
Copper,2019,Australia,Primary,29.296,4.805,9.175,12.7,5.04,2.382,0.037,0.3,0.011,0.061,0.21,0.691,4.8,Recycled,512.4,Ship,45.8,0.458,0.124,5.546,0.291,0,0.963,0.011,0.989,0.976,4.8,2.8125,-1.745,0.0,0.0
Aluminium,2023,China,Secondary,7.582,0.987,0.607,0.559,0.164,6.252,0.602,0.844,0.508,0.821,0.399,0.591,10.3,Recycled,72.3,Rail,52.7,0.527,0.589,1.616,0.628,0,0.398,0.508,0.492,0.445,10.3,1.31068,0.4167474,0.416747,41.67
Aluminium,2020,Brazil,Primary,61.648,15.906,8.014,40.536,7.46,5.637,0.017,0.3,0.005,0.01,0.555,0.417,9.7,Recycled,71.8,Truck,62.5,0.625,0.244,2.092,0.344,0,0.983,0.005,0.995,0.989,9.7,1.391753,-0.3764437169999999,0.0,0.0
Zinc,2021,Chile,Primary,34.882,3.452,10.176,14.268,4.492,5.947,0.056,0.3,0.017,0.04,0.371,0.62,8.4,Recycled,99.1,Truck+Ship,3.3,0.033,0.376,2.324,0.228,0,0.944,0.017,0.983,0.9635,8.4,1.607143,-0.5484822805,0.0,0.0
Copper,2021,Australia,Primary,29.213,3.703,6.937,12.937,5.527,3.811,0.018,0.3,0.005,0.027,0.347,0.745,18.3,Landfill,158.1,Truck+Ship,32.2,0.322,0.067,5.422,0.285,0,0.982,0.005,0.995,0.9885,18.3,0.737705,0.27077860749999993,0.270779,27.08
Steel,2023,Brazil,Primary,20.919,2.692,4.531,9.18,3.569,3.638,0.015,0.305,0.005,0.004,0.829,0.412,7.2,Downcycled,453.4,Truck+Ship,48.4,0.484,0.314,0.794,0.358,0,0.985,0.005,0.995,0.99,7.2,1.875,-0.85625,0.0,0.0
Steel,2024,Brazil,Secondary,6.774,0.812,0.51,0.859,0.512,4.892,0.77,0.893,0.688,0.415,0.445,0.328,7.6,Downcycled,309.0,Ship,17.5,0.175,0.054,0.603,0.595,0,0.23,0.688,0.312,0.271,7.6,1.776316,0.5186183639999999,0.518618,51.86
Steel,2020,USA,Secondary,6.625,0.948,0.484,0.81,0.679,4.652,0.602,0.798,0.48,0.285,0.567,0.373,8.9,Landfill,855.3,Ship,30.2,0.302,0.428,0.594,0.573,0,0.398,0.48,0.52,0.459,8.9,1.516854,0.30376401399999997,0.303764,30.38
Zinc,2023,Brazil,Primary,26.772,5.177,8.077,10.939,3.115,4.641,0.014,0.3,0.004,0.01,0.822,0.705,1.0,Recycled,93.5,Truck,0.0,0.0,0.203,2.549,0.287,0,0.986,0.004,0.996,0.991,1.0,13.5,-12.3785,0.0,0.0
Nickel,2018,Germany,Secondary,19.812,2.944,1.08,3.358,1.348,14.027,0.855,0.856,0.732,9.048,0.12,0.165,6.7,Cascaded,82.4,Truck,44.2,0.442,0.67,12.36,0.593,0,0.145,0.732,0.268,0.2065,6.7,2.014925,0.5839179875,0.583918,58.39
Copper,2019,Germany,Primary,29.455,3.409,7.567,13.761,6.011,2.115,0.056,0.321,0.018,0.135,0.422,0.7,6.5,Recycled,582.1,Truck,50.3,0.503,0.068,7.512,0.344,0,0.944,0.018,0.982,0.963,6.5,2.076923,-1.0000768489999996,0.0,0.0
Aluminium,2024,Brazil,Primary,69.719,12.956,11.984,43.303,8.651,5.781,0.039,0.348,0.013,0.019,0.426,0.306,4.7,Landfill,271.8,Truck+Ship,34.7,0.347,0.286,1.484,0.278,0,0.961,0.013,0.987,0.974,4.7,2.87234,-1.7976591599999998,0.0,0.0
Aluminium,2024,USA,Secondary,7.014,1.393,0.754,0.567,0.24,5.453,0.804,0.765,0.614,0.687,0.807,0.46,4.2,Recycled,599.8,Ship,37.1,0.371,0.336,1.119,0.672,0,0.196,0.614,0.386,0.291,4.2,3.214286,0.06464277400000007,0.064643,6.46
Cobalt,2019,USA,Secondary,23.022,4.117,2.524,4.137,2.215,14.146,0.521,0.805,0.42,14.629,0.138,0.338,1.3,Recycled,26.7,Ship,47.9,0.479,0.524,34.831,0.522,0,0.479,0.42,0.58,0.5295,1.3,10.384615,-4.4986536425,0.0,0.0
Zinc,2021,China,Primary,32.069,3.511,8.333,13.846,4.567,5.323,0.009,0.587,0.005,0.01,0.379,0.218,0.5,Landfill,247.9,Truck,52.5,0.525,0.12,1.901,0.362,0,0.991,0.005,0.995,0.993,0.5,27.0,-25.811,0.0,0.0
Cobalt,2024,Australia,Primary,93.508,14.6,38.995,35.047,11.606,7.86,0.038,0.3,0.011,0.351,0.145,0.25,0.8,Landfill,67.7,Truck,30.8,0.308,0.35,31.901,0.208,0,0.962,0.011,0.989,0.9755,0.8,16.875,-15.4615625,0.0,0.0
Aluminium,2019,India,Secondary,7.421,0.592,0.371,0.529,0.409,6.112,0.758,0.861,0.652,0.707,0.594,0.611,13.5,Recycled,425.2,Ship,40.4,0.404,0.427,1.084,0.679,0,0.242,0.652,0.348,0.295,13.5,1.0,0.7050000000000001,0.705,70.5
Steel,2023,Brazil,Primary,18.603,2.635,5.686,7.416,2.542,2.959,0.075,0.3,0.023,0.019,0.782,0.219,10.4,Landfill,170.2,Ship,44.4,0.444,0.433,0.846,0.337,0,0.925,0.023,0.977,0.951,10.4,1.298077,-0.23447122699999978,0.0,0.0
Steel,2021,India,Secondary,7.523,0.769,0.492,1.213,0.555,5.262,0.63,0.889,0.56,0.361,0.579,0.609,7.3,Landfill,97.9,Ship,1.1,0.011,0.069,0.644,0.574,0,0.37,0.56,0.44,0.405,7.3,1.849315,0.25102742499999997,0.251027,25.1
Aluminium,2021,Brazil,Primary,57.605,10.199,6.504,41.032,6.019,4.05,0.011,0.3,0.003,0.005,0.437,0.274,9.4,Landfill,65.3,Ship,57.0,0.57,0.134,1.785,0.3,0,0.989,0.003,0.997,0.993,9.4,1.43617,-0.4261168099999999,0.0,0.0
Copper,2022,Brazil,Secondary,6.755,0.929,0.717,0.698,0.596,4.744,0.811,0.73,0.592,2.675,0.678,0.591,12.1,Recycled,85.1,Ship,50.9,0.509,0.064,4.519,0.684,0,0.189,0.592,0.408,0.2985,12.1,1.115702,0.6669629530000001,0.666963,66.7
Steel,2021,USA,Secondary,7.413,0.814,0.723,1.175,0.512,5.003,0.791,0.737,0.583,0.385,0.86,0.3,6.2,Cascaded,133.0,Ship,23.8,0.238,0.298,0.661,0.625,0,0.209,0.583,0.417,0.313,6.2,2.177419,0.318467853,0.318468,31.85
Steel,2024,Germany,Secondary,6.061,1.02,0.61,0.968,0.365,4.118,0.583,0.88,0.513,0.38,0.672,0.714,2.2,Incinerated,449.0,Truck,58.1,0.581,0.156,0.741,0.698,0,0.417,0.513,0.487,0.452,2.2,6.136364,-1.7736365280000004,0.0,0.0
Nickel,2020,Germany,Primary,76.08,8.686,25.489,33.724,9.712,7.156,0.027,0.438,0.012,0.248,0.114,0.263,4.7,Recycled,580.9,Truck,11.0,0.11,0.481,20.672,0.204,0,0.973,0.012,0.988,0.9805,4.7,2.87234,-1.81632937,0.0,0.0
Zinc,2020,India,Secondary,8.346,1.004,0.652,1.432,0.703,5.559,0.833,0.766,0.637,1.036,0.23,0.282,5.1,Recycled,372.3,Rail,73.2,0.732,0.223,1.627,0.647,0,0.167,0.637,0.363,0.265,5.1,2.647059,0.29852936499999994,0.298529,29.85
Lithium,2021,Australia,Primary,96.268,10.852,49.157,14.587,17.946,14.578,0.023,0.485,0.011,0.469,0.162,0.171,2.8,Recycled,192.3,Truck+Ship,47.2,0.472,0.299,42.629,0.287,0,0.977,0.011,0.989,0.983,2.8,4.821429,-3.7394647069999998,0.0,0.0
Steel,2021,Chile,Primary,20.018,1.743,5.561,8.36,2.892,3.205,0.015,0.3,0.005,0.005,0.532,0.267,11.5,Recycled,42.3,Truck,22.0,0.22,0.116,1.003,0.244,0,0.985,0.005,0.995,0.99,11.5,1.173913,-0.16217386999999994,0.0,0.0
Lithium,2022,India,Primary,93.936,9.93,46.726,17.153,13.89,16.167,0.008,0.41,0.003,0.137,0.43,0.171,3.0,Recycled,138.0,Ship,10.5,0.105,0.388,45.551,0.228,0,0.992,0.003,0.997,0.9945,3.0,4.5,-3.47525,0.0,0.0
Zinc,2021,Germany,Secondary,7.543,1.159,0.614,1.019,0.705,5.205,0.718,0.79,0.567,0.95,0.705,0.475,7.7,Recycled,309.2,Truck,8.5,0.085,0.343,1.675,0.587,0,0.282,0.567,0.433,0.3575,7.7,1.753247,0.37321419750000007,0.373214,37.32
Copper,2020,Australia,Primary,25.881,3.551,6.338,12.685,5.43,1.429,0.013,0.326,0.004,0.028,0.368,0.216,7.5,Downcycled,88.2,Truck+Ship,74.9,0.749,0.087,6.889,0.328,0,0.987,0.004,0.996,0.9915,7.5,1.8,-0.7847000000000002,0.0,0.0
Cobalt,2020,Germany,Primary,106.773,13.957,45.368,39.043,14.087,8.274,0.028,0.3,0.008,0.269,0.157,0.33,1.5,Recycled,318.9,Truck,53.9,0.539,0.549,33.638,0.261,1,0.972,0.008,0.992,0.982,1.5,9.0,-7.837999999999999,0.0,0.0
Zinc,2021,Canada,Primary,30.465,3.796,7.994,12.57,4.143,5.757,0.007,0.427,0.003,0.005,0.392,0.536,8.5,Recycled,161.6,Truck,57.0,0.57,0.302,1.802,0.356,0,0.993,0.003,0.997,0.995,8.5,1.588235,-0.580293825,0.0,0.0
Lithium,2021,Germany,Secondary,20.687,2.752,4.388,3.883,2.012,10.403,0.821,0.791,0.649,25.948,0.37,0.282,6.4,Downcycled,0.3,Ship,27.4,0.274,0.327,39.981,0.581,0,0.179,0.649,0.351,0.265,6.4,2.109375,0.441015625,0.441016,44.1
Copper,2020,Germany,Secondary,7.841,1.036,0.301,1.011,0.587,5.941,0.685,0.842,0.577,3.111,0.186,0.206,5.0,Recycled,110.0,Truck,35.1,0.351,0.456,5.392,0.543,0,0.315,0.577,0.423,0.369,5.0,2.7,0.0036999999999999256,0.0037,0.37
Zinc,2019,Chile,Primary,34.781,3.777,9.204,14.373,6.679,4.524,0.014,0.3,0.004,0.01,0.452,0.336,2.9,Recycled,64.8,Truck,34.1,0.341,0.349,2.381,0.263,0,0.986,0.004,0.996,0.991,2.9,4.655172,-3.613275452,0.0,0.0
Zinc,2020,Brazil,Primary,28.858,3.566,7.194,13.034,4.797,3.833,0.03,0.3,0.009,0.018,0.328,0.537,0.5,Recycled,1084.9,Truck,48.5,0.485,0.42,2.021,0.297,0,0.97,0.009,0.991,0.9805,0.5,27.0,-25.4735,0.0,0.0
Cobalt,2023,USA,Primary,92.775,12.327,34.919,32.111,15.461,10.285,0.063,0.3,0.019,0.793,0.306,0.08,4.4,Recycled,101.7,Truck+Ship,7.2,0.072,0.365,41.748,0.174,0,0.937,0.019,0.981,0.959,4.4,3.068182,-1.942386538,0.0,0.0
Aluminium,2024,India,Primary,60.577,11.053,9.429,40.794,3.329,7.025,0.054,0.469,0.025,0.044,0.58,0.469,8.0,Recycled,377.7,Truck,48.3,0.483,0.395,1.749,0.385,0,0.946,0.025,0.975,0.9605,8.0,1.6875,-0.6208437500000001,0.0,0.0
Aluminium,2024,China,Secondary,5.81,0.686,0.216,0.442,0.329,4.823,0.621,0.801,0.497,0.722,0.382,0.817,4.3,Landfill,668.2,Rail,0.0,0.0,0.285,1.452,0.535,0,0.379,0.497,0.503,0.441,4.3,3.139535,-0.384534935,0.0,0.0
Copper,2022,Germany,Primary,26.98,4.197,6.38,11.774,5.149,3.678,0.03,0.3,0.009,0.053,0.817,0.293,6.0,Landfill,185.8,Ship,41.5,0.415,0.392,5.835,0.332,0,0.97,0.009,0.991,0.9805,6.0,2.25,-1.2061250000000001,0.0,0.0
Cobalt,2020,India,Primary,84.133,16.155,35.554,29.21,11.797,7.573,0.008,0.3,0.002,0.067,0.455,0.247,7.9,Recycled,67.0,Ship,20.4,0.204,0.115,33.635,0.226,0,0.992,0.002,0.998,0.995,7.9,1.708861,-0.7003166949999999,0.0,0.0
Aluminium,2020,Germany,Secondary,7.018,0.889,0.303,0.813,0.34,5.562,0.68,0.858,0.584,0.75,0.741,0.657,5.9,Recycled,42.2,Air,42.9,0.429,0.395,1.284,0.69,0,0.32,0.584,0.416,0.368,5.9,2.288136,0.15796595199999997,0.157966,15.8
